name,birthYear,birthDate,gender,birthplace
Craig MacDonald (ice hockey b. 1982),1982-01-01T00:00:00+02:00,1982-10-03,,{Ontario|Milton Ontario|Canada}
Craig Valette,1982-01-01T00:00:00+02:00,1982-10-07,male,{Saskatchewan|Canwood Saskatchewan|Canada}
Curtis Glencross,1982-01-01T00:00:00+02:00,1982-12-28,male,{Saskatchewan|Kindersley|Canada}
Dan Hamhuis,1982-01-01T00:00:00+02:00,1982-12-13,,{British Columbia|Canada|Smithers British Columbia}
Dan Iliakis,1982-01-01T00:00:00+02:00,1982-04-25,male,{Ontario|Scarborough Ontario|Canada}
Jon Mirasty,1982-01-01T00:00:00+02:00,1982-06-04,,{Saskatchewan|Canada|Meadow Lake Saskatchewan}
Jonathan Bellemare,1982-01-01T00:00:00+02:00,1982-06-10,male,Canada
Kevin Estrada,1982-01-01T00:00:00+02:00,1982-05-28,male,{British Columbia|Surrey British Columbia|Canada}
Kevin Young (ice hockey),1982-01-01T00:00:00+02:00,1982-07-16,male,{British Columbia|White Rock British Columbia|Canada}
Kiel McLeod,1982-01-01T00:00:00+02:00,1982-12-30,,{British Columbia|Canada|Kelowna|Gaucher_Residence}
Eric Himelfarb,1983-01-01T00:00:00+02:00,1983-01-01,,{Ontario|Thornhill Ontario|Canada}
Erik Christensen,1983-01-01T00:00:00+02:00,1983-12-17,,{Alberta|Edmonton|Canada}
Mac Faulkner,1983-01-01T00:00:00+02:00,1983-05-20,,{Ontario|Canada|King City Ontario}
Grant Jacobsen,1983-01-01T00:00:00+02:00,1983-03-04,,{Manitoba|Canada|Neepawa}
Grant McNeill,1983-01-01T00:00:00+02:00,1983-05-03,male,{Alberta|Canada|Vermilion Alberta}
Gregory Campbell (ice hockey),1983-01-01T00:00:00+02:00,1983-12-17,male,{Ontario|London Ontario|Canada}
Geoff Waugh,1983-01-01T00:00:00+02:00,1983-08-25,,{Manitoba|Winnipeg|Canada}
Patrick Wellar,1983-01-01T00:00:00+02:00,1983-12-04,male,{Saskatchewan|Carrot River Saskatchewan|Canada}
Paulo Colaiacovo,1983-01-01T00:00:00+02:00,1983-01-27,male,{Ontario|Toronto|Canada}
Dennis Wideman,1983-01-01T00:00:00+02:00,1983-03-20,,{Ontario|Kitchener Ontario|Canada}
Derek Krestanovich,1983-01-01T00:00:00+02:00,1983-05-31,,{British Columbia|Surrey British Columbia|Canada}
Derek Roy,1983-01-01T00:00:00+02:00,1983-05-04,,{Ontario|Ottawa|Canada|Rockland Ontario}
Doug Lynch (ice hockey),1983-01-01T00:00:00+02:00,1983-04-04,,{British Columbia|Canada|North Vancouver (district municipality)}
Ryan Del Monte,1983-01-01T00:00:00+02:00,1983-09-13,male,{Alabama|Mobile Alabama|Ontario|Mississauga|Canada|United States}
Ryan Huddy,1983-01-01T00:00:00+02:00,1983-08-28,,{Alberta|Canada|Stony Plain Alberta}
Ryan Kinasewich,1983-01-01T00:00:00+02:00,1983-08-20,,{St. Albert Alberta|Canada}
Ryan Ramsay,1983-01-01T00:00:00+02:00,1983-05-18,male,{Ontario|Ajax Ontario|Canada}
Mike Berry (ice hockey),1983-01-01T00:00:00+02:00,1983-06-28,male,{Kanata Ontario|Canada}
Mike Brodeur,1983-01-01T00:00:00+02:00,1983-03-30,male,{Alberta|Canada|Calgary}
Trevor Daley,1983-01-01T00:00:00+02:00,1983-10-09,,{Ontario|Toronto|Canada}
Tyler McGregor,1983-01-01T00:00:00+02:00,1983-05-01,male,{Ontario|Ajax Ontario|Canada}
Tyson Mulock,1983-01-01T00:00:00+02:00,1983-01-20,,{British Columbia|Canada|North Delta British Columbia}
Shane O'Brien (ice hockey),1983-01-01T00:00:00+02:00,1983-08-09,male,{Ontario|Port Hope Ontario|Canada}
Shawn Collymore,1983-01-01T00:00:00+02:00,1983-05-02,male,{LaSalle Quebec|Canada|Quebec}
Shay Stephenson,1983-01-01T00:00:00+02:00,1983-09-13,male,{Saskatchewan|Outlook Saskatchewan|Canada}
Stephen Weiss,1983-01-01T00:00:00+02:00,1983-04-03,,{Ontario|Toronto|Canada}
Steve Eminger,1983-01-01T00:00:00+02:00,1983-10-31,,{Ontario|Canada|Woodbridge Ontario}
Kirk MacDonald (ice hockey),1983-01-01T00:00:00+02:00,1983-12-18,male,{British Columbia|Nova Scotia|Victoria British Columbia|Canada|Halifax (former city)}
Kyle Bruce,1983-01-01T00:00:00+02:00,1983-03-30,,{British Columbia|Canada}
Kyle Greentree,1983-01-01T00:00:00+02:00,1983-11-15,male,{British Columbia|Victoria British Columbia|Canada}
Kyle Jones (ice hockey),1983-01-01T00:00:00+02:00,1983-08-22,male,{British Columbia|Canada|North Delta British Columbia}
Kyle Wellwood,1983-01-01T00:00:00+02:00,1983-05-16,male,{Ontario|Windsor Ontario|Canada}
Mark Ardelan,1983-01-01T00:00:00+02:00,1983-03-16,male,{Saskatchewan|Regina Saskatchewan|Canada}
Mark Giordano,1983-01-01T00:00:00+02:00,1983-10-03,male,{Ontario|Toronto|Canada men's national ice hockey team|Canada}
Jamie Schaafsma,1983-01-01T00:00:00+02:00,1983-02-11,male,{Ontario|Chatham-Kent|Canada}
Jason Goulet,1983-01-01T00:00:00+02:00,1983-02-25,,{Manitoba|Winnipeg|Canada}
Jason Spezza,1983-01-01T00:00:00+02:00,1983-06-13,,{Ontario|Mississauga|Canada}
Jay Birnie,1983-01-01T00:00:00+02:00,1983-07-11,male,{British Columbia|Shawnigan Lake British Columbia|Canada}
Jay Bouwmeester,1983-01-01T00:00:00+02:00,1983-09-27,male,{Alberta|Canada men's national junior ice hockey team|Edmonton|Canada}
Jay McClement,1983-01-01T00:00:00+02:00,1983-03-02,,{Ontario|Canada|Kingston Ontario}
Drew Bagnall,1983-01-01T00:00:00+02:00,1983-10-26,,{Manitoba|Oakbank Manitoba|Canada}
Drew Fata,1983-01-01T00:00:00+02:00,1983-07-28,male,{Ontario|Canada|Sault Ste. Marie Ontario}
Drew MacIntyre,1983-01-01T00:00:00+02:00,1983-06-24,,{Prince Edward Island|Canada|Charlottetown}
Duncan Keith,1983-01-01T00:00:00+02:00,1983-07-16,,{Manitoba|Winnipeg|Canada}
Duncan Milroy,1983-01-01T00:00:00+02:00,1983-02-08,male,{Alberta|Edmonton|Canada}
Dustin Friesen,1983-01-01T00:00:00+02:00,1983-03-01,male,{Saskatchewan|Canada|Waldheim Saskatchewan}
Dustin Johner,1983-01-01T00:00:00+02:00,1983-03-06,male,{Saskatchewan|Estevan|Canada}
Joel Perrault,1983-01-01T00:00:00+02:00,1983-04-06,,{Canada|Montreal|Quebec}
Joey Tenute,1983-01-01T00:00:00+02:00,1983-04-02,,{Hamilton Ontario|Ontario|Canada}
Joffrey Lupul,1983-01-01T00:00:00+02:00,1983-09-23,,{Alberta|Canada|Fort Saskatchewan}
Barry Brust,1983-01-01T00:00:00+02:00,1983-08-08,,{Manitoba|Swan River Manitoba|Canada}
Olivier Michaud,1983-01-01T00:00:00+02:00,1983-09-14,male,{Beloeil Quebec|Canada|Quebec}
Owen Fussey,1983-01-01T00:00:00+02:00,1983-04-02,,{Manitoba|Winnipeg|Canada}
P. A. Parenteau,1983-01-01T00:00:00+02:00,1983-03-24,,{Hull Quebec|Canada|Quebec}
Pascal Pelletier,1983-01-01T00:00:00+02:00,1983-06-16,male,{Newfoundland and Labrador|Canada|Labrador City}
Pierre-André Leblanc,1983-01-01T00:00:00+02:00,1983-12-30,male,{Moncton|New Brunswick|Canada}
Rob Hennigar,1983-01-01T00:00:00+02:00,1983-04-04,,{Ontario|Canada|Jordan Ontario}
Rob Sirianni,1983-01-01T00:00:00+02:00,1983-10-31,,{Edmonton|Canada}
Robert Cowan (ice hockey),1983-01-01T00:00:00+02:00,1983-09-05,,{Alberta|Canada|Calgary}
Tanner Glass,1983-01-01T00:00:00+02:00,1983-11-29,male,{Saskatchewan|Regina Saskatchewan|Canada}
Danny Bois,1983-01-01T00:00:00+02:00,1983-06-01,,{Ontario|Canada|Thunder Bay}
Darren Lynch,1983-01-01T00:00:00+02:00,1983-07-07,,{Saskatchewan|Regina Saskatchewan|Canada}
Darren Reid,1983-01-01T00:00:00+02:00,1983-05-18,male,{Alberta|Canada|Lac La Biche Alberta}
David LeNeveu,1983-01-01T00:00:00+02:00,1983-05-23,male,{British Columbia|Fernie British Columbia|Canada}
David Van der Gulik,1983-01-01T00:00:00+02:00,1983-04-20,male,{British Columbia|Canada|Abbotsford British Columbia}
Gillian Apps,1983-01-01T00:00:00+02:00,1983-11-02,female,{Ontario|North York|Canada}
Giulio Scandella,1983-01-01T00:00:00+02:00,1983-09-18,,{Canada|Montreal|Quebec}
Glenn Fisher,1983-01-01T00:00:00+02:00,1983-04-25,male,{Alberta|Edmonton|Canada}
Natalie Babonyová,1983-01-01T00:00:00+02:00,1983-10-22,female,{Ontario|Oshawa|Canada}
Boyd Gordon,1983-01-01T00:00:00+02:00,1983-10-19,,{Saskatchewan|Unity Saskatchewan|Canada}
Bradley Mills,1983-01-01T00:00:00+02:00,1983-05-03,male,{British Columbia|Terrace British Columbia|Canada}
Brandon Nolan,1983-01-01T00:00:00+02:00,1983-07-18,male,{Ontario|Canada|St. Catharines}
Brandon Segal,1983-01-01T00:00:00+02:00,1983-07-12,male,{British Columbia|Richmond British Columbia|Canada}
Brendan Bell,1983-01-01T00:00:00+02:00,1983-03-31,male,{Ontario|Ottawa|Canada}
Brent Patry,1983-01-01T00:00:00+02:00,1983-09-08,,{Ontario|Ottawa|Canada}
Brett Skinner,1983-01-01T00:00:00+02:00,1983-06-28,,{Manitoba|Brandon Manitoba|Canada}
Brock Radunske,1983-01-01T00:00:00+02:00,1983-04-05,male,{Ontario|Kitchener Ontario|Canada}
Brooks Laich,1983-01-01T00:00:00+02:00,1983-06-23,,{Saskatchewan|Wawota Saskatchewan|Canada}
Cam Abbott,1983-01-01T00:00:00+02:00,1983-10-24,,{Ontario|Sarnia|Canada}
Cam McCaffrey,1983-01-01T00:00:00+02:00,1983-07-12,male,{Alberta|Canada|Calgary}
Cam Paddock,1983-01-01T00:00:00+02:00,1983-03-22,male,{British Columbia|Canada|North Vancouver}
Jean-Michel Daoust,1983-01-01T00:00:00+02:00,1983-11-24,male,{Salaberry-de-Valleyfield|Canada|Quebec}
Jean Bourbeau,1983-01-01T00:00:00+02:00,1983-12-13,,{Alberta|Canada|Bonnyville Alberta}
Jeff Woywitka,1983-01-01T00:00:00+02:00,1983-09-01,male,{Alberta|Canada|Vermilion Alberta}
Jesse Winchester (ice hockey),1983-01-01T00:00:00+02:00,1983-10-04,male,{Ontario|South Stormont|Canada}
Andrew Ebbett,1983-01-01T00:00:00+02:00,1983-01-02,,{British Columbia|Vernon British Columbia|Canada}
Andrew Martin (ice hockey),1983-01-01T00:00:00+02:00,1983-01-18,,{Ontario|Brampton|Canada}
Andy Chiodo,1983-01-01T00:00:00+02:00,1983-04-25,male,{Ontario|Toronto|Canada}
Martin St. Pierre,1983-01-01T00:00:00+02:00,1983-08-11,,{Ontario|Canada|Embrun Ontario}
Mathieu Brunelle,1983-01-01T00:00:00+02:00,1983-04-06,male,{Warwick Quebec|Canada|Quebec}
Mathieu Roy,1983-01-01T00:00:00+02:00,1983-08-10,,{Saint-Georges Quebec|Canada}
Matt Climie,1983-01-01T00:00:00+02:00,1983-02-11,male,{Alberta|Canada|Leduc Alberta}
Matt Ellison,1983-01-01T00:00:00+02:00,1983-12-08,,{Canada|Duncan British Columbia}
Matt Foy,1983-01-01T00:00:00+02:00,1983-05-18,,{Ontario|Oakville Ontario|Canada}
Matt Keith,1983-01-01T00:00:00+02:00,1983-04-11,,{Alberta|Edmonton|Canada}
Matt Ryan (ice hockey),1983-01-01T00:00:00+02:00,1983-11-12,,{Ontario|Sharon Ontario|Canada}
Matt Stajan,1983-01-01T00:00:00+02:00,1983-12-19,male,{Ontario|Mississauga|Canada}
Matt Stefanishion,1983-01-01T00:00:00+02:00,1983-10-05,male,{Alberta|Canada|Daysland}
Matt Suderman,1983-01-01T00:00:00+02:00,1983-01-27,,{Manitoba|Canada|Winkler Manitoba}
Matt Zaba,1983-01-01T00:00:00+02:00,1983-07-14,male,{Saskatchewan|Yorkton|Canada}
Matthew Spiller,1983-01-01T00:00:00+02:00,1983-02-07,,{Alberta|Canada|Daysland}
Maxime Fortunus,1983-01-01T00:00:00+02:00,1983-07-28,,{La Prairie Quebec|Canada|Quebec}
Nathan Paetsch,1983-01-01T00:00:00+02:00,1983-03-30,,{Saskatchewan|Canada|Humboldt Saskatchewan}
Neil Trimm,1983-01-01T00:00:00+02:00,1983-02-15,,{Ontario|Whitewater Region|Canada}
Nicole Corriero,1983-01-01T00:00:00+02:00,1983-10-27,female,{Ontario|Thornhill Ontario|Canada}
Chris Abbott (ice hockey),1983-01-01T00:00:00+02:00,1983-10-24,,{Ontario|Sarnia|Canada}
Chris Heid,1983-01-01T00:00:00+02:00,1983-03-14,male,{British Columbia|Canada|Langley British Columbia (city)}
Chris St. Jacques,1983-01-01T00:00:00+02:00,1983-01-22,male,{Alberta|Edmonton|Canada}
Chris Thorburn,1983-01-01T00:00:00+02:00,1983-06-03,,{Ontario|Canada|Sault Ste. Marie Ontario}
Chris Whitley (ice hockey),1983-01-01T00:00:00+02:00,1983-02-21,,{Ontario|Oshawa|Canada}
Scott Champagne,1983-01-01T00:00:00+02:00,1983-05-30,male,{Cornwall Ontario|Canada}
Scottie Upshall,1983-01-01T00:00:00+02:00,1983-10-07,male,{Alberta|Fort McMurray|Canada}
Aaron Johnson (ice hockey),1983-01-01T00:00:00+02:00,1983-04-30,male,{Nova Scotia|Port Hawkesbury|Canada}
Aaron Rome,1983-01-01T00:00:00+02:00,1983-09-27,male,{Manitoba|Nesbitt Manitoba|Canada}
Adam Huxley,1983-01-01T00:00:00+02:00,1983-11-04,male,{Alberta|Wainwright Alberta|Canada}
Adam Russo,1983-01-01T00:00:00+02:00,1983-04-12,male,{Canada|Montreal|Quebec}
Adam Smyth (ice hockey),1983-01-01T00:00:00+02:00,1983-09-08,,{Ontario|Wiarton Ontario|Canada}
Ahren Spylo,1983-01-01T00:00:00+02:00,1983-12-06,,{Ontario|Waterloo Ontario|Canada}
Carlo Colaiacovo,1983-01-01T00:00:00+02:00,1983-01-27,,{Ontario|Toronto|Canada}
Chad Bassen,1983-01-01T00:00:00+02:00,1983-04-25,male,{Alberta|Strathmore Alberta|Canada}
Colby Genoway,1983-01-01T00:00:00+02:00,1983-12-12,male,{Manitoba|Canada|Morden Manitoba}
Cole Byers,1983-01-01T00:00:00+02:00,1983-04-16,,{Saskatchewan|Nipawin|Canada}
Curtis Darling,1983-01-01T00:00:00+02:00,1983-07-27,male,{Alberta|Canada|Calgary}
Curtis McElhinney,1983-01-01T00:00:00+02:00,1983-05-23,,{Ontario|London Ontario|Canada}
Dan Blackburn,1983-01-01T00:00:00+02:00,1983-05-20,male,{Canada|Montreal|Quebec}
Jon Landry (ice hockey born 1983),1983-01-01T00:00:00+02:00,1983-05-01,male,{Canada|Montreal|Quebec}
Jonathan Ferland,1983-01-01T00:00:00+02:00,1983-02-09,male,{Quebec City|Canada|Quebec}
Jordin Tootoo,1983-01-01T00:00:00+02:00,1983-02-02,male,{Manitoba|Canada|Churchill Manitoba}
Karl Stewart,1983-01-01T00:00:00+02:00,1983-06-30,,{Ontario|Aurora Ontario|Canada}
Katie Weatherston,1983-01-01T00:00:00+02:00,1983-04-06,,{Ontario|Canada|Thunder Bay}
Kelly Guard,1983-01-01T00:00:00+02:00,1983-06-10,male,{Saskatchewan|Prince Albert Saskatchewan|Canada}
Kevin Seibel,1983-01-01T00:00:00+02:00,1983-03-08,male,{Saskatchewan|Swift Current|Canada}
Jacob Micflikier,1984-01-01T00:00:00+02:00,1984-07-11,,{Manitoba|Winnipeg|Canada}
Eric Neilson,1984-01-01T00:00:00+02:00,1984-08-18,male,{Fredericton|New Brunswick|Canada}
Eric Staal,1984-01-01T00:00:00+02:00,1984-10-29,,{Ontario|Canada|Thunder Bay}
Tim Brent,1984-01-01T00:00:00+02:00,1984-03-10,,{Ontario|Cambridge Ontario|Canada}
Todd Ford,1984-01-01T00:00:00+02:00,1984-05-01,male,{Alberta|Canada|Calgary}
Yannick Tifu,1984-01-01T00:00:00+02:00,1984-10-12,,{Brossard|Canada|Quebec}
Patrick Eaves,1984-01-01T00:00:00+02:00,1984-05-01,male,{Alberta|Canada|Calgary}
Paul Brown (ice hockey),1984-01-01T00:00:00+02:00,1984-07-21,male,{Alberta|Edmonton|Canada}
Paul Ranger,1984-01-01T00:00:00+02:00,1984-09-12,male,{Ontario|Canada|Whitby Ontario}
Derek Couture,1984-01-01T00:00:00+02:00,1984-04-24,male,{Alberta|Canada|Calgary}
Derek Meech,1984-01-01T00:00:00+02:00,1984-04-21,,{Manitoba|Winnipeg|Canada}
Derek Smith (ice hockey born 1984),1984-01-01T00:00:00+02:00,1984-10-13,,{Ontario|Belleville Ontario|Canada}
Doug O'Brien,1984-01-01T00:00:00+02:00,1984-02-16,,{St. John's Newfoundland and Labrador|Canada|Newfoundland}
Rod Pelley,1984-01-01T00:00:00+02:00,1984-09-01,male,{British Columbia|Kitimat|Canada}
Ryan Jones (ice hockey),1984-01-01T00:00:00+02:00,1984-06-14,male,{Ontario|Chatham-Kent|Canada}
Ryan Keller,1984-01-01T00:00:00+02:00,1984-01-06,male,{Saskatchewan|Saskatoon|Canada}
Ryan O'Byrne,1984-01-01T00:00:00+02:00,1984-07-19,,{British Columbia|Victoria British Columbia|Canada}
Ryan Salvis,1984-01-01T00:00:00+02:00,1984-03-27,male,{Ontario|Toronto|Canada}
Michael MacDonald (ice hockey),1984-01-01T00:00:00+02:00,1984-04-17,,{Nova Scotia|New Glasgow Nova Scotia|Canada}
Mike Hedden,1984-01-01T00:00:00+02:00,1984-12-27,,{Ontario|Canada|Dunnville Ontario}
Mike Moore (ice hockey),1984-01-01T00:00:00+02:00,1984-12-12,,{Alberta|Canada|Calgary}
Triston Grant,1984-01-01T00:00:00+02:00,1984-02-02,male,{Manitoba|Canada|Neepawa}
Troy Schwab,1984-01-01T00:00:00+02:00,1984-12-24,male,{Saskatchewan|Kindersley|Canada}
Tyler Metcalfe,1984-01-01T00:00:00+02:00,1984-06-12,male,{Manitoba|Rural Municipality of Headingley|Canada}
Tyler Mosienko,1984-01-01T00:00:00+02:00,1984-03-21,male,{Manitoba|Rural Municipality of West St. Paul|Canada}
Tyler Redenbach,1984-01-01T00:00:00+02:00,1984-09-25,,{Saskatchewan|Canada|Melville Saskatchewan}
Tyler Shelast,1984-01-01T00:00:00+02:00,1984-12-26,,{British Columbia|Canada|Kelowna}
Tyler Weiman,1984-01-01T00:00:00+02:00,1984-06-05,,{Saskatchewan|Saskatoon|Canada}
Tyson Marsh,1984-01-01T00:00:00+02:00,1984-06-20,,{British Columbia|Canada|Quesnel British Columbia}
Tyson Strachan,1984-01-01T00:00:00+02:00,1984-10-30,male,{Saskatchewan|Canada|Melfort Saskatchewan}
Steve Christie (ice hockey),1984-01-01T00:00:00+02:00,1984-10-29,male,{Manitoba|Winnipeg|Canada}
Steve Pinizzotto,1984-01-01T00:00:00+02:00,1984-04-26,male,{Ontario|Toronto|Canada}
Steve Regier,1984-01-01T00:00:00+02:00,1984-08-31,,{Alberta|Edmonton|Canada}
Steven Goertzen,1984-01-01T00:00:00+02:00,1984-05-26,,{Alberta|Canada|Stony Plain Alberta}
Kyle Brodziak,1984-01-01T00:00:00+02:00,1984-05-25,male,{Alberta|Canada|St. Paul Alberta}
Kyle Wilson (ice hockey),1984-01-01T00:00:00+02:00,1984-12-15,male,{Ontario|Oakville Ontario|Canada}
Lane Caffaro,1984-01-01T00:00:00+02:00,1984-03-05,male,{Alberta|Canada|Slave Lake Alberta}
Marc-André Fleury,1984-01-01T00:00:00+02:00,1984-11-28,,{Sorel-Tracy|Canada|Quebec}
Marc Rancourt,1984-01-01T00:00:00+02:00,1984-04-28,,{Ontario|Gloucester Ontario|Canada}
Mario Scalzo,1984-01-01T00:00:00+02:00,1984-11-11,,{Saint-Hubert Quebec|Canada|Quebec}
Mark Flood,1984-01-01T00:00:00+02:00,1984-09-29,male,{Prince Edward Island|Canada|Charlottetown}
Mark Hurtubise,1984-01-01T00:00:00+02:00,1984-06-09,male,{Canada|Montreal|Quebec}
Mark Kolanos,1984-01-01T00:00:00+02:00,{1984-03-08|1984-10-15},male,{Alberta|Canada|Calgary}
Mark Matheson,1984-01-01T00:00:00+02:00,1984-02-01,male,{Alberta|Canada|Calgary}
Mark Sibbald,1984-01-01T00:00:00+02:00,1984-06-15,,{Ontario|Ridgeway Ontario|Canada}
Mark Van Vliet,1984-01-01T00:00:00+02:00,1984-03-11,male,{Ontario|Dorchester Ontario|Canada}
Mark Voakes,1984-01-01T00:00:00+02:00,1984-04-06,male,{Ontario|Canada|St. Thomas Ontario}
James Sanford (ice hockey),1984-01-01T00:00:00+02:00,1984-06-18,male,{Ontario|Canada|Timmins}
Jamie Hunt,1984-01-01T00:00:00+02:00,1984-04-20,,{Alberta|Canada|Calgary}
Jarret Lukin,1984-01-01T00:00:00+02:00,1984-01-24,,{Alberta|Fort McMurray|Canada}
Jason Garrison,1984-01-01T00:00:00+02:00,1984-11-13,male,{British Columbia|White Rock British Columbia|Canada}
John Hecimovic,1984-01-01T00:00:00+02:00,1984-03-31,male,{Ontario|Cambridge Ontario|Canada}
Josh Garbutt,1984-01-01T00:00:00+02:00,1984-07-18,male,{Alberta|Medicine Hat|Canada}
Josh Gorges,1984-01-01T00:00:00+02:00,1984-08-14,male,{British Columbia|Canada|Kelowna}
Josh Harding,1984-01-01T00:00:00+02:00,{1984-06-18|1984-07-18},,{Saskatchewan|Regina Saskatchewan|Canada}
Pierre-Marc Bouchard,1984-01-01T00:00:00+02:00,1984-04-27,,{Canada|Sherbrooke|Quebec}
Alex Leavitt,1984-01-01T00:00:00+02:00,1984-01-31,,{Alberta|Edmonton|Canada}
Alexander Steen,1984-01-01T00:00:00+02:00,1984-03-01,male,{Manitoba|Winnipeg|Canada}
Rick Nash,1984-01-01T00:00:00+02:00,1984-06-16,,{Ontario|Brampton|Canada men's national ice hockey team|Canada}
Rick Rypien,1984-01-01T00:00:00+02:00,1984-05-16,male,{Alberta|Blairmore Alberta|Coleman Alberta|Canada}
Riley Armstrong (ice hockey),1984-01-01T00:00:00+02:00,1984-11-08,male,{Saskatchewan|Lloydminster|Saskatoon|Canada}
Rob Hisey,1984-01-01T00:00:00+02:00,1984-09-24,,{Ontario|Oakville Ontario|Canada}
Rob Sich,1984-01-01T00:00:00+02:00,1984-02-28,male,{Ontario|LaSalle Ontario|Canada}
T. J. Trevelyan,1984-01-01T00:00:00+02:00,1984-03-06,,{Ontario|Mississauga|Canada}
Daniel Paille,1984-01-01T00:00:00+02:00,1984-04-15,male,{Ontario|Welland|Canada}
Daniel Sparre,1984-01-01T00:00:00+02:00,1984-10-16,male,{Ontario|Brampton|Canada}
Darcy Campbell,1984-01-01T00:00:00+02:00,1984-05-12,male,{Alberta|Canada|Airdrie Alberta}
Darryl Boyce,1984-01-01T00:00:00+02:00,1984-07-07,male,{Prince Edward Island|Summerside Prince Edward Island|Canada}
Darryl Lloyd,1984-01-01T00:00:00+02:00,1984-02-10,male,{Ontario|Canada|Pickering Ontario}
David Clarkson (ice hockey),1984-01-01T00:00:00+02:00,1984-03-31,,{Ontario|Etobicoke|Canada}
David Jones (ice hockey),1984-01-01T00:00:00+02:00,1984-08-10,,{Ontario|Guelph|Canada}
David Liffiton,1984-01-01T00:00:00+02:00,1984-10-18,male,{Ontario|Windsor Ontario|Canada}
David Urquhart (ice hockey),1984-01-01T00:00:00+02:00,{1984-10-11|1984-11-11},,{British Columbia|Ontario|Maple Ridge British Columbia|Thorold|Canada}
Mitch Love,1984-01-01T00:00:00+02:00,1984-06-15,,{British Columbia|Canada|Quesnel British Columbia}
Ben Eager,1984-01-01T00:00:00+02:00,1984-01-22,,{Ontario|Ottawa|Canada}
Ben Walter,1984-01-01T00:00:00+02:00,1984-05-11,male,{Canada|Beaconsfield Quebec|Quebec}
Brad Schell,1984-01-01T00:00:00+02:00,1984-08-05,male,{Saskatchewan|Canada|Scott Saskatchewan}
Brad Staubitz,1984-01-01T00:00:00+02:00,1984-07-28,,{Alberta|Edmonton|Canada}
Brady Murray,1984-01-01T00:00:00+02:00,1984-08-17,male,{Manitoba|Brandon Manitoba|Canada}
Brandon Prust,1984-01-01T00:00:00+02:00,1984-03-16,,{Ontario|London Ontario|Canada}
Brett Palin,1984-01-01T00:00:00+02:00,1984-06-23,,{British Columbia|Nanaimo|Canada}
Bruno Gervais,1984-01-01T00:00:00+02:00,1984-10-03,,{Canada|Longueuil|Quebec}
Bryan Leitch,1984-01-01T00:00:00+02:00,{1984-03-05|1984-06-17},male,{British Columbia|Coquitlam|Canada}
Bryan McGregor,1984-01-01T00:00:00+02:00,1984-06-27,male,{Ontario|Niagara Falls Ontario|Canada}
Bryan Rodney,1984-01-01T00:00:00+02:00,1984-04-22,male,{Ontario|London Ontario|Canada}
Byron Bitz,1984-01-01T00:00:00+02:00,1984-07-21,male,{Saskatchewan|Saskatoon|Canada}
Cam Ward,1984-01-01T00:00:00+02:00,1984-02-29,male,{Saskatchewan|Saskatoon|Canada}
Jeff Deslauriers,1984-01-01T00:00:00+02:00,1984-05-15,male,{Saint-Jean-sur-Richelieu|Canada|Quebec}
Jeff Tambellini,1984-01-01T00:00:00+02:00,1984-04-13,male,{Alberta|Canada|Calgary}
Jeff Weber,1984-01-01T00:00:00+02:00,1984-09-24,male,{Ontario|Burlington Ontario|Canada}
Jeremy Williams (ice hockey),1984-01-01T00:00:00+02:00,{1984-01-15|1984-01-26},,{Saskatchewan|Glenavon Saskatchewan|Canada}
André Benoit,1984-01-01T00:00:00+02:00,1984-01-06,,{Ontario|Canada|St. Albert Ontario|Canada men's national under-18 ice hockey team}
Andrew Joudrey,1984-01-01T00:00:00+02:00,1984-07-15,male,{Nova Scotia|Canada|Bedford Nova Scotia}
Andrew Sarauer,1984-01-01T00:00:00+02:00,1984-11-17,male,{Outlook Saskatchewan|Canada}
Les Reaney,1984-01-01T00:00:00+02:00,1984-07-08,,{Saskatchewan|Ceylon Saskatchewan|Canada}
Francis Lemieux,1984-01-01T00:00:00+02:00,1984-02-22,male,{Canada|Sherbrooke|Quebec}
Francis Wathier,1984-01-01T00:00:00+02:00,1984-12-07,male,{Ontario|St. Isidore Ontario|Canada}
Matt Anthony,1984-01-01T00:00:00+02:00,1984-03-18,male,{Ontario|Wheatley Ontario|Canada}
Matt Beaudoin,1984-01-01T00:00:00+02:00,1984-04-06,male,{Rock Forest–Saint-Élie–Deauville|Canada|Quebec}
Matt McKnight,1984-01-01T00:00:00+02:00,1984-06-14,male,{Alberta|Canada|Halkirk Alberta}
Matt Pope,1984-01-01T00:00:00+02:00,1984-08-05,,{British Columbia|Canada|Langley British Columbia (city)}
Matt Stephenson,1984-01-01T00:00:00+02:00,1984-03-03,,{Ontario|Midland Ontario|Canada}
Maxime Daigneault,1984-01-01T00:00:00+02:00,1984-01-23,,{Canada|Quebec|Saint-Jacques-le-Mineur Quebec}
Maxime Talbot,1984-01-01T00:00:00+02:00,1984-02-11,male,{LeMoyne Quebec|Canada men's national junior ice hockey team|Canada|Quebec}
Nick Tarnasky,1984-01-01T00:00:00+02:00,1984-11-25,,{Alberta|Canada|Rocky Mountain House}
Noémie Marin,1984-01-01T00:00:00+02:00,1984-04-05,female,{Canada|Acton Vale Quebec|Quebec}
Ian White (ice hockey),1984-01-01T00:00:00+02:00,1984-06-04,male,{Manitoba|Steinbach Manitoba|Canada}
Chris Beckford-Tseu,1984-01-01T00:00:00+02:00,1984-06-22,male,{Ontario|Toronto|Canada}
