name,birthYear,birthDate,gender,birthplace
Kevin Phillips (ice hockey),1986-01-01T00:00:00+02:00,1986-01-05,male,{England|Beverley}
Kevin Porter (ice hockey),1986-01-01T00:00:00+02:00,1986-03-12,,{Michigan|Northville Michigan|United States}
Kevin Schmidt (ice hockey),1986-01-01T00:00:00+02:00,1986-02-14,male,{Ontario|Markham Ontario|Canada}
Kim Jung-Moo,1986-01-01T00:00:00+02:00,1986-06-03,male,{South Korea|Seoul}
Kim Martin Hasson,1986-01-01T00:00:00+02:00,1986-02-28,female,{Stockholm|Sweden}
Çağıl Uyar,1986-01-01T00:00:00+02:00,1986-12-18,male,{Ankara|Turkey}
Ivan Lisutin,1987-01-01T00:00:00+02:00,1987-02-23,,{Tyumen|Russian Soviet Federative Socialist Republic}
Iya Gavrilova,1987-01-01T00:00:00+02:00,1987-09-03,female,{Soviet Union|Krasnoyarsk|Canada}
Jérôme Samson,1987-01-01T00:00:00+02:00,1987-09-04,male,{Greenfield Park Quebec|Canada|Quebec}
J. D. Watt,1987-01-01T00:00:00+02:00,1987-05-25,,{Alberta|Canada|Cremona Alberta}
Jack Johnson (ice hockey),1987-01-01T00:00:00+02:00,1987-01-13,male,{Indianapolis|United States|Indiana}
Jack Skille,1987-01-01T00:00:00+02:00,1987-05-19,male,{Madison Wisconsin|Wisconsin|United States}
Elin Holmlöv,1987-01-01T00:00:00+02:00,1987-08-05,female,{Uppsala County|Sweden|Knivsta}
Emmanuelle Blais,1987-01-01T00:00:00+02:00,1987-11-07,,{LaSalle Quebec|Canada|Quebec}
Eric Kattelus,1987-01-01T00:00:00+02:00,{1987-05-22|1987-06-22},male,{Michigan|Houghton Michigan|United States}
Eric Selleck,1987-01-01T00:00:00+02:00,1987-10-20,male,{Ontario|Canada|Spencerville Ontario}
Erik Josefsson (ice hockey),1987-01-01T00:00:00+02:00,1987-02-18,male,{Sweden|Gislaved Sweden}
Erik Lindhagen,,1987-10-02,,{Sweden|Linköping}
Erika Lawler,1987-01-01T00:00:00+02:00,1987-02-05,female,{Fitchburg Massachusetts|Massachusetts|United States}
Ethan Cox,1987-01-01T00:00:00+02:00,1987-07-25,male,{British Columbia|Richmond British Columbia|Canada}
Theo Peckham,1987-01-01T00:00:00+02:00,1987-11-10,male,{Ontario|Canada|Richmond Hill Ontario}
Thomas Holzmann,1987-01-01T00:00:00+02:00,1987-07-17,,{Germany|Buchloe}
Tim Kraus,1987-01-01T00:00:00+02:00,1987-02-21,,{California|Garden Grove California|United States}
Tim Miller (ice hockey),1987-01-01T00:00:00+02:00,1987-03-06,,{Michigan|Springfield Township Oakland County Michigan|United States}
Tim Ulmann,1987-01-01T00:00:00+02:00,{1987-10-24|1987-10-25},male,{Switzerland|Zürich}
Timo Seppänen,1987-01-01T00:00:00+02:00,1987-07-22,,{Finland|Helsinki}
Todd Hosmer,1987-01-01T00:00:00+02:00,1987-12-21,male,{Ontario|Scarborough Ontario|Canada}
Tomáš Káňa,1987-01-01T00:00:00+02:00,1987-11-29,,{Czech Republic|Czechoslovakia|Opava}
Tomáš Kudělka,1987-01-01T00:00:00+02:00,1987-03-10,,{Czechoslovakia|Zlín}
Tomáš Pospíšil (ice hockey),1987-01-01T00:00:00+02:00,1987-08-25,,{Czechoslovakia|Šumperk}
Tomáš Svoboda (ice hockey),1987-01-01T00:00:00+02:00,1987-02-24,,{Czech Republic|Litoměřice}
Tomáš Záborský,1987-01-01T00:00:00+02:00,1987-11-14,,{Czechoslovakia|Trenčín}
Tomáš Závorka,1987-01-01T00:00:00+02:00,1987-11-26,male,
Tom Carlon,1987-01-01T00:00:00+02:00,1987-02-18,male,{England|Telford}
Tom Chamberlain (ice hockey),1987-01-01T00:00:00+02:00,1987-04-30,,
Tom Pyatt,1987-01-01T00:00:00+02:00,1987-02-14,male,{Ontario|Canada|Thunder Bay}
Luc Bourdon,1987-01-01T00:00:00+02:00,1987-02-16,,{New Brunswick|Canada men's national junior ice hockey team|Shippagan|Canada}
Lukáš Bohunický,1987-01-01T00:00:00+02:00,1987-10-30,male,{Slovakia|Bratislava}
Lukáš Lauko,1987-01-01T00:00:00+02:00,1987-02-17,,{Slovakia|Bratislava}
Lukáš Pék,1987-01-01T00:00:00+02:00,1987-09-02,,{Slovakia|Bratislava}
Lukáš Rindoš,1987-01-01T00:00:00+02:00,1987-08-23,male,
Lukáš Vantuch,1987-01-01T00:00:00+02:00,1987-07-20,,{Czech Republic|Jihlava}
Luke Boothroyd,1987-01-01T00:00:00+02:00,1987-04-04,,{England|United Kingdom|Huddersfield}
Mário Bližňák,1987-01-01T00:00:00+02:00,1987-03-06,male,{Czechoslovakia|Trenčín}
Māris Jučers,1987-01-01T00:00:00+02:00,1987-06-18,,{Latvia|Soviet Union|Latvian Soviet Socialist Republic|Priekule Latvia}
Mads Bødker,1987-01-01T00:00:00+02:00,1987-08-31,male,{Copenhagen|Denmark}
Mads Christensen (ice hockey born 1987),1987-01-01T00:00:00+02:00,1987-04-02,male,{Denmark|Herning}
Magnus Isaksson,1987-01-01T00:00:00+02:00,1987-01-16,male,{Sweden|Piteå}
Gord Baldwin,1987-01-01T00:00:00+02:00,1987-03-01,,{Manitoba|Winnipeg}
Guillaume Lépine (ice hockey),1987-01-01T00:00:00+02:00,1987-03-07,male,{Canada|Montreal|Quebec}
Guillaume Latendresse,1987-01-01T00:00:00+02:00,1987-05-24,male,{Sainte-Catherine Quebec|Canada|Quebec}
Winston Day Chief,1987-01-01T00:00:00+02:00,1987-11-23,male,{Alberta|Canada|Stand Off Alberta}
Yassine Fahas,1987-01-01T00:00:00+02:00,1987-04-19,,{France|Chenôve}
Yoann Chauvière,1987-01-01T00:00:00+02:00,1987-04-16,,{Enghien-les-Bains|France}
Yuta Narisawa,1987-01-01T00:00:00+02:00,1987-04-14,male,{Japan|Kushiro Hokkaido}
Zach Cohen (ice hockey),1987-01-01T00:00:00+02:00,{1987-02-06|1987-04-14},male,{Illinois|Schaumburg Illinois}
Zhang Shuang (ice hockey),1987-01-01T00:00:00+02:00,1987-03-07,female,
Frazer McLaren,1987-01-01T00:00:00+02:00,1987-10-29,,{Manitoba|Winnipeg|Canada}
Fredrik Pettersson,1987-01-01T00:00:00+02:00,1987-06-10,male,{Gothenburg|Sweden}
Fredrik Sonntag,,1987-04-02,,
Frida Nevalainen,1987-01-01T00:00:00+02:00,1987-01-27,female,
Gürkan Çetinkaya,1987-01-01T00:00:00+02:00,1987-12-04,male,{Kocaeli Province|Gölcük Kocaeli|Turkey}
Garet Hunt,1987-01-01T00:00:00+02:00,1987-10-14,male,{Maple Ridge British Columbia|Canada}
Gary Steffes,1987-01-01T00:00:00+02:00,1987-05-20,male,{Michigan|Grand Blanc Michigan|United States}
Gennady Churilov,1987-01-01T00:00:00+02:00,1987-05-05,,{Soviet Union|Magnitogorsk}
Geoff Walker (ice hockey),1987-01-01T00:00:00+02:00,1987-12-09,,{Prince Edward Island|Canada|Charlottetown}
Patric Hörnqvist,1987-01-01T00:00:00+02:00,1987-01-01,,{Sweden|Sollentuna Municipality}
Patrick Asselin (ice hockey),1987-01-01T00:00:00+02:00,1987-07-02,,{Ontario|Canada|Peterborough Ontario}
Patrick Buzas,1987-01-01T00:00:00+02:00,1987-05-17,,{Germany|Augsburg}
Patrick Cullity,1987-01-01T00:00:00+02:00,1987-01-26,male,{Tewksbury Massachusetts|Massachusetts|United States}
Patrick McNeill,1987-01-01T00:00:00+02:00,1987-03-17,,{Ontario|Canada|Strathroy-Caradoc}
Patrik Carlsson,1987-01-01T00:00:00+02:00,1987-11-03,,{Sweden|Kungälv}
Patrik Flašar,1987-01-01T00:00:00+02:00,1987-04-04,male,
Patrik Zackrisson,1987-01-01T00:00:00+02:00,1987-03-27,male,{Sweden|Ekerö}
Pavel Kopytin,1987-01-01T00:00:00+02:00,1987-03-17,male,{Russia|Lipetsk}
Pavel Valentenko,1987-01-01T00:00:00+02:00,1987-10-20,male,{Soviet Union|Nizhnekamsk}
Pavlo Borysenko,1987-01-01T00:00:00+02:00,1987-06-04,male,{Soviet Union|Chernihiv}
Perttu Lindgren,1987-01-01T00:00:00+02:00,1987-08-26,male,{Finland|Tampere}
Peter Merth,1987-01-01T00:00:00+02:00,1987-06-19,male,{British Columbia|New Westminster|Canada|Richmond Hill Ontario}
Denis Istomin (ice hockey),1987-01-01T00:00:00+02:00,1987-01-12,,{Soviet Union|Chelyabinsk}
Denis Kazionov,1987-01-01T00:00:00+02:00,1987-12-08,,{Russia|Perm}
Denis Osipov,1987-01-01T00:00:00+02:00,1987-05-09,,{Moscow|Russia}
Denise Soesilo,1987-01-01T00:00:00+02:00,1987-05-10,female,{Hamburg|West Germany}
Derek Dinger,1987-01-01T00:00:00+02:00,1987-03-28,,{Germany|Kassel}
Derek Joslin,1987-01-01T00:00:00+02:00,1987-03-17,male,{Ontario|Canada|Richmond Hill Ontario}
Derick Brassard,1987-01-01T00:00:00+02:00,1987-09-22,,{Hull Quebec|Canada|Quebec}
Devin Setoguchi,1987-01-01T00:00:00+02:00,1987-01-01,male,{Alberta|Canada|Taber Alberta}
Dick Axelsson,1987-01-01T00:00:00+02:00,1987-04-25,male,{Stockholm|Sweden men's national ice hockey team}
Dominik Halmoši,1987-01-01T00:00:00+02:00,1987-11-03,male,{Czechoslovakia|Plzeň}
Donatas Kumeliauskas,1987-01-01T00:00:00+02:00,1987-07-13,,{Lithuania|Elektrėnai}
Rony Ahonen,1987-01-01T00:00:00+02:00,1987-01-17,male,{Finland|Porvoo}
Ross Ring-Jarvi,1987-01-01T00:00:00+02:00,1987-05-27,male,{Minnesota|Anoka Minnesota|United States}
Ruben Smith,1987-01-01T00:00:00+02:00,1987-04-15,male,{Norway|Stavanger}
Ryan Barlock,1987-01-01T00:00:00+02:00,{1987-01-01T00:00:00+02:00|1987-07-24},male,{Illinois|Niles Illinois|United States}
Ryan Donovan,1987-01-01T00:00:00+02:00,1987-12-20,male,{Michigan|Pinckney Michigan|United States}
Ryan Lasch,1987-01-01T00:00:00+02:00,1987-01-22,,{California|Lake Forest California|United States}
Ryan McGinnis (ice hockey),1987-01-01T00:00:00+02:00,1987-03-03,,{Michigan|Fenton Michigan|United States}
Ryan O'Marra,1987-01-01T00:00:00+02:00,1987-06-09,male,{Japan|Tokyo}
Ryan Parent,1987-01-01T00:00:00+02:00,1987-03-17,male,{Saskatchewan|Prince Albert Saskatchewan|Canada}
Ryan Reaves,1987-01-01T00:00:00+02:00,1987-01-20,,{Manitoba|Winnipeg|Canada}
Ryan Russell,1987-01-01T00:00:00+02:00,1987-05-02,male,{Alberta|Canada|Red Deer Alberta}
Ryan Stoa,1987-01-01T00:00:00+02:00,1987-04-13,,{Minnesota|Bloomington Minnesota|United States}
Ryan Thang,1987-01-01T00:00:00+02:00,{1987-05-11|1987-11-05},male,{Minnesota|Edina Minnesota|United States}
Ryan Turek,1987-01-01T00:00:00+02:00,1987-09-22,male,{Michigan|Southfield Michigan|United States}
Ryan Wilson (ice hockey),1987-01-01T00:00:00+02:00,1987-02-03,,{Ontario|Windsor Ontario|Canada}
Ryo Tanaka,1987-01-01T00:00:00+02:00,1987-04-22,male,Sapporo
Michael Gergen,1987-01-01T00:00:00+02:00,1987-02-17,,{Minnesota|Hastings Minnesota|United States}
Michael Grabner,1987-01-01T00:00:00+02:00,1987-10-05,male,{Villach|Austria men's national junior ice hockey team}
Michael Kolarz,1987-01-01T00:00:00+02:00,1987-01-12,,{Czechoslovakia|Havířov}
Michael Sauer (ice hockey),1987-01-01T00:00:00+02:00,1987-08-07,male,{Minnesota|St. Cloud Minnesota|United States}
Michael Swift (ice hockey),1987-01-01T00:00:00+02:00,1987-03-26,,{Ontario|Canada|Peterborough Ontario}
Michael Wilson (ice hockey),1987-01-01T00:00:00+02:00,1987-05-08,male,{British Columbia|North Vancouver (city)|Canada}
Michal Barta (ice hockey),1987-01-01T00:00:00+02:00,1987-10-27,male,
Michal Chovan,1987-01-01T00:00:00+02:00,1987-11-23,,{Czechoslovakia|Slovakia|Zvolen}
Michal Nedvídek,1987-01-01T00:00:00+02:00,1987-05-13,male,
Michal Pavlů,1987-01-01T00:00:00+02:00,1987-04-17,,
Mikael Eriksson (ice hockey),1987-01-01T00:00:00+02:00,1987-01-03,male,{Sweden|Karlskoga}
Mikael Kurki,1987-01-01T00:00:00+02:00,1987-01-13,,{Finland|Helsinki}
Mikael Lidhammar,1987-01-01T00:00:00+02:00,1987-10-28,male,{Sweden|Luleå}
Mike Duco,1987-01-01T00:00:00+02:00,1987-07-08,male,{Ontario|Toronto|Canada}
Mike Testwuide,1987-01-01T00:00:00+02:00,1987-02-05,,{Colorado|Vail Colorado|United States}
Mike Weber,1987-01-01T00:00:00+02:00,1987-12-16,male,Pittsburgh
Mike Will,1987-01-01T00:00:00+02:00,1987-08-23,,{England|Lewes}
Mikko Lehtonen (ice hockey born 1987),1987-01-01T00:00:00+02:00,1987-04-01,,{Finland|Espoo}
Mira Kuisma,1987-01-01T00:00:00+02:00,1987-05-06,female,{Finland|Kuopio}
Miroslav Škumát,1987-01-01T00:00:00+02:00,1987-10-14,,{Czechoslovakia|Bílovec}
Miroslav Holec,1987-01-01T00:00:00+02:00,1987-11-08,,Písek
Tom Sestito,1987-01-01T00:00:00+02:00,1987-09-28,,{Rome New York|United States|New York}
Tom Wandell,1987-01-01T00:00:00+02:00,1987-01-29,,{Sweden|Södertälje}
Tommi Huhtala,1987-01-01T00:00:00+02:00,1987-12-07,,{Finland|Tampere}
Tommi Leinonen,1987-01-01T00:00:00+02:00,1987-05-14,,{Finland|Kajaani}
Tommy Lange,1987-01-01T00:00:00+02:00,1987-07-11,,{Missouri|St. Louis}
Toms Hartmanis,1987-01-01T00:00:00+02:00,1987-12-12,,{Latvia|Soviet Union|Liepāja|Latvian Soviet Socialist Republic}
Tony Demelinne,1987-01-01T00:00:00+02:00,1987-10-07,,{Netherlands|The Hague}
Trevor Lewis,1987-01-01T00:00:00+02:00,1987-01-08,,{Salt Lake City|Utah|United States}
Troy Ofukany,1987-01-01T00:00:00+02:00,1987-02-02,male,{British Columbia|Kamloops}
Tuomas Huhtanen,1987-01-01T00:00:00+02:00,1987-03-16,male,{Finland|Noormarkku}
Tuukka Rask,1987-01-01T00:00:00+02:00,{1987-03-10|--03-10},male,{Finland|Savonlinna}
Tyler Cuthbert,1987-01-01T00:00:00+02:00,1987-05-05,,{Canada|Omemee Ontario|Peterborough Ontario}
Tyler McNeely,1987-01-01T00:00:00+02:00,1987-04-08,male,{British Columbia|Canada|Burnaby}
Tyler Plante,1987-01-01T00:00:00+02:00,1987-05-17,,{Milwaukee|Wisconsin|United States}
Vadim Berdnikov,1987-01-01T00:00:00+02:00,1987-07-07,,
Vadim Schipachev,1987-01-01T00:00:00+02:00,1987-03-12,,{Russia|Cherepovets}
Sean Wiles,1987-01-01T00:00:00+02:00,1987-07-15,male,{Wisconsin|Beloit Wisconsin|United States}
Sean Zimmerman,1987-01-01T00:00:00+02:00,1987-05-24,male,{Colorado|Denver|United States}
Sebastian Dahm,1987-01-01T00:00:00+02:00,1987-02-28,male,{Copenhagen|Denmark}
Sebastian Stefaniszin,1987-01-01T00:00:00+02:00,1987-07-22,,{Berlin|Germany}
Sergei Kostitsyn,1987-01-01T00:00:00+02:00,1987-03-20,male,{Soviet Union|Navapolatsk|Byelorussian Soviet Socialist Republic}
Sergei Lesnukhin,1987-01-01T00:00:00+02:00,1987-02-09,,
Sergei Olkhovtsev,1987-01-01T00:00:00+02:00,1987-10-19,,
Sergejs Pečura,1987-01-01T00:00:00+02:00,1987-06-14,,{Latvia|Riga}
Shane Madolora,1987-01-01T00:00:00+02:00,1987-01-09,male,{California|Salinas California|United States}
Shaun Thompson,1987-01-01T00:00:00+02:00,1987-07-13,male,{England|Slough|United Kingdom}
Shawn Hunwick,1987-01-01T00:00:00+02:00,1987-04-09,male,{Michigan|Sterling Heights Michigan|United States}
Shawn Skelly,1987-01-01T00:00:00+02:00,1987-01-01,male,{Michigan|Walled Lake Michigan|United States}
Shea Guthrie,1987-01-01T00:00:00+02:00,1987-07-30,,{Ontario|Canada|Carleton Place}
Shi Yao,1987-01-01T00:00:00+02:00,1987-01-13,female,{China|Heilongjiang|Harbin}
Shuhei Kuji,1987-01-01T00:00:00+02:00,1987-04-27,male,Tomakomai Hokkaido
Sidney Crosby,1987-01-01T00:00:00+02:00,1987-08-07,male,{Nova Scotia|Hockey Canada|Halifax Nova Scotia|Cole Harbour Nova Scotia}
Simon Gysbers,1987-01-01T00:00:00+02:00,1987-05-07,male,{Ontario|Canada|Richmond Hill Ontario}
Sin Sang-woo,1987-01-01T00:00:00+02:00,1987-12-12,male,South Korea
Sinem Doğu,1987-01-01T00:00:00+02:00,1987-10-26,female,{Ankara|Turkey}
Stanislav Romanov,1987-01-01T00:00:00+02:00,1987-05-14,,{Russia|Saratov}
Stanislav Yegorshev,1987-01-01T00:00:00+02:00,1987-09-21,,{Russia|Cherepovets}
Stefan Langwieder,1987-01-01T00:00:00+02:00,1987-01-08,male,{Germany|Munich}
Stefano Giliati,1987-01-01T00:00:00+02:00,1987-10-07,male,{Canada|Montreal|Quebec}
Stephen Schultz,1987-01-01T00:00:00+02:00,1987-12-07,male,{Westbury New York|United States|New York}
Steve DaSilva,1987-01-01T00:00:00+02:00,1987-02-10,male,{Saskatchewan|Saskatoon|Canada}
Steve Downie,1987-01-01T00:00:00+02:00,1987-04-03,male,{Ontario|Newmarket Ontario|Canada}
Steve Fone,1987-01-01T00:00:00+02:00,1987-07-01,,{England|Rotherham}
Harry Zolnierczyk,1987-01-01T00:00:00+02:00,1987-09-01,,{Ontario|Toronto|Canada}
Henrik Solberg,1987-01-01T00:00:00+02:00,1987-04-15,male,{Norway|Trondheim}
Kirill Starkov,1987-01-01T00:00:00+02:00,1987-03-31,male,{Soviet Union|Yekaterinburg}
Kris Fredheim,1987-01-01T00:00:00+02:00,1987-02-23,male,{British Columbia|Campbell River British Columbia|Canada}
Kris Letang,1987-01-01T00:00:00+02:00,1987-04-24,male,{Canada|Montreal|Quebec}
Kris Russell,1987-01-01T00:00:00+02:00,1987-05-02,male,{Alberta|Canada|Red Deer Alberta}
Kris Sparre,1987-01-01T00:00:00+02:00,1987-01-12,male,{Ontario|Mississauga|Canada}
Kristaps Sotnieks,1987-01-01T00:00:00+02:00,1987-01-29,male,{Riga|Soviet Union}
Kyle Lawson,1987-01-01T00:00:00+02:00,1987-01-11,male,{Michigan|Lyon Township Oakland County Michigan|United States}
Kyle MacKinnon,1987-01-01T00:00:00+02:00,1987-10-28,male,{California|Walnut California|United States}
Kyle Ostrow,1987-01-01T00:00:00+02:00,1987-09-05,male,{Alberta|Canada|Calgary}
Kyle Page,1987-01-01T00:00:00+02:00,1987-07-09,male,{Michigan|Wixom Michigan|United States}
Kyle Rank (ice hockey born 1987),1987-01-01T00:00:00+02:00,1987-08-13,male,{Islip New York|United States|New York}
Lars Haugen,1987-01-01T00:00:00+02:00,1987-03-19,,{Norway|Oslo}
Lars Johansson (ice hockey),1987-01-01T00:00:00+02:00,1987-07-11,,{Avesta|Sweden}
Marc-Édouard Vlasic,1987-01-01T00:00:00+02:00,1987-03-30,,{Canada|Montreal|Quebec}
Marc-André Cliche,1987-01-01T00:00:00+02:00,1987-03-23,,{Rouyn-Noranda|Canada|Quebec}
Marc-André Dorion,1987-01-01T00:00:00+02:00,1987-03-30,male,{Saint-Hubert Quebec|Canada}
Marc-André Gragnani,1987-01-01T00:00:00+02:00,1987-03-11,male,{L'Île-Bizard Quebec|Canada|Quebec}
Marc Cheverie,1987-01-01T00:00:00+02:00,1987-02-22,male,{Nova Scotia|Cole Harbour Nova Scotia|Canada}
Marc Staal,1987-01-01T00:00:00+02:00,1987-01-13,male,{Ontario|Canada|Thunder Bay}
Marcel Haščák,1987-01-01T00:00:00+02:00,1987-02-03,,{Czechoslovakia|Poprad}
Marek Bartánus,1987-01-01T00:00:00+02:00,1987-02-13,male,{Czechoslovakia|Liptovský Mikuláš}
Mario Valery-Trabucco,1987-01-01T00:00:00+02:00,1987-02-19,,{Caracas|Venezuela|Canada|Montreal|Quebec}
Mark Fayne,1987-01-01T00:00:00+02:00,1987-05-15,male,{New Hampshire|Nashua New Hampshire|United States}
Mark Louis,1987-01-01T00:00:00+02:00,1987-04-18,male,{Alberta|Ponoka Alberta|Canada}
Mark Mitera,1987-01-01T00:00:00+02:00,1987-10-22,,{Michigan|Royal Oak Michigan|United States}
Marko Pöyhönen,1987-01-01T00:00:00+02:00,1987-09-10,,{Finland|Hollola}
Jake Gannon,1987-01-01T00:00:00+02:00,1987-01-25,,{Illinois|Roselle Illinois|United States}
Jakub Černý,1987-01-01T00:00:00+02:00,1987-03-05,male,
Jakub Kindl,1987-01-01T00:00:00+02:00,1987-02-10,,{Czechoslovakia|Šumperk}
Jakub Nakládal,1987-01-01T00:00:00+02:00,1987-12-30,male,{Czech Republic|Pardubice}
Jakub Vojta (ice hockey),1987-01-01T00:00:00+02:00,1987-02-08,male,{Czechoslovakia|Ústí nad Labem}
James Neal (ice hockey),1987-01-01T00:00:00+02:00,1987-09-03,male,{Ontario|Canada|Whitby Ontario}
Jani Nieminen,,1987-07-28,,{Finland|Helsinki}
Janka Čulíková,1987-01-01T00:00:00+02:00,1987-06-30,,{Czechoslovakia|Martin Slovakia}
Janne Keränen,1987-01-01T00:00:00+02:00,1987-06-30,,
Jarkko Hattunen,1987-01-01T00:00:00+02:00,1987-01-22,,{Finland|Kajaani}
Jason Bailey,1987-01-01T00:00:00+02:00,1987-06-04,,{Ontario|Ottawa|Canada}
Dustin Butler,1987-01-01T00:00:00+02:00,1987-12-30,,{Alberta|High River|Canada}
Dustin Kohn,1987-01-01T00:00:00+02:00,1987-02-02,,{Alberta|Edmonton|Canada}
Egor Milovzorov,1987-01-01T00:00:00+02:00,1987-11-19,,{Novosibirsk|Russian Soviet Federative Socialist Republic}
Joe Finley,1987-01-01T00:00:00+02:00,1987-06-29,male,{Minnesota|Edina Minnesota|United States}
Joel Gistedt,1987-01-01T00:00:00+02:00,1987-12-07,male,{Sweden|Uddevalla}
Joel Rechlicz,1987-01-01T00:00:00+02:00,1987-06-14,male,{Wisconsin|Brookfield Wisconsin|United States}
Joey Ryan (ice hockey),1987-01-01T00:00:00+02:00,1987-10-19,male,{Stoneham Massachusetts|Massachusetts|United States}
Johan Andersson (ice hockey born 1987),1987-01-01T00:00:00+02:00,1987-05-02,,{Stockholm County|Nynäshamn}
Johan Dahlberg,1987-01-01T00:00:00+02:00,1987-02-03,male,{Sweden|Kramfors}
Joseph Myers,1987-01-01T00:00:00+02:00,1987-02-10,male,{Cardiff|United Kingdom}
Josh Beaulieu,1987-01-01T00:00:00+02:00,1987-01-10,male,{Ontario|Windsor Ontario|Canada}
Judd Blackwater,1987-01-01T00:00:00+02:00,1987-06-22,male,{Alberta|Lethbridge}
Juha Toivonen,1987-01-01T00:00:00+02:00,1987-06-10,,{Finland|Hattula}
Juho Mielonen,1987-01-01T00:00:00+02:00,1987-03-01,,{Finland|Savonlinna}
Julian Jakobsen,1987-01-01T00:00:00+02:00,1987-04-11,,{Denmark|Aalborg}
Juraj Šimek,1987-01-01T00:00:00+02:00,1987-09-29,,{Czechoslovakia|Prešov}
Juraj Mikúš (ice hockey b. 1987),1987-01-01T00:00:00+02:00,1987-02-22,male,{Czechoslovakia|Skalica}
Jussi Rynnäs,1987-01-01T00:00:00+02:00,1987-05-22,male,{Finland|Pori}
Justin Abdelkader,1987-01-01T00:00:00+02:00,1987-02-25,,{Michigan|Muskegon Michigan|United States}
Justin Braun (ice hockey),1987-01-01T00:00:00+02:00,1987-02-10,male,{Minnesota|Vadnais Heights Minnesota|United States}
Justin Fontaine,1987-01-01T00:00:00+02:00,1987-11-06,male,{Alberta|Canada|Bonnyville Alberta}
Justin Mercier,1987-01-01T00:00:00+02:00,1987-06-25,male,{Pennsylvania|Erie Pennsylvania|United States}
Justin Soryal,1987-01-01T00:00:00+02:00,1987-06-29,,{Ontario|Newmarket Ontario|Canada}
Kévin Igier,1987-01-01T00:00:00+02:00,1987-03-04,,
Kacey Bellamy,1987-01-01T00:00:00+02:00,1987-04-22,female,{Westfield Massachusetts|Massachusetts|United States}
Kael Mouillierat,1987-01-01T00:00:00+02:00,{1987-09-09|1987-12-09},male,{Alberta|Edmonton|Canada}
Kai Kantola,1987-01-01T00:00:00+02:00,1987-09-11,,{Raleigh North Carolina|United States}
Angela Frautschi,1987-01-01T00:00:00+02:00,1987-06-05,female,{Switzerland|Interlaken|Bern}
Angela Taylor (ice hockey),1987-01-01T00:00:00+02:00,1987-04-24,female,Paisley
Angie Keseley,1987-01-01T00:00:00+02:00,1987-06-09,female,{Minnesota|St. Louis Park Minnesota|United States}
Ann-Sophie Bettez,1987-01-01T00:00:00+02:00,1987-10-14,,{Canada|Sept-Îles Quebec|Quebec}
Anne Helin,1987-01-01T00:00:00+02:00,1987-01-28,female,
Anton Krysanov,1987-01-01T00:00:00+02:00,1987-03-25,male,{Soviet Union|Tolyatti}
Anton Poleschuk,1987-01-01T00:00:00+02:00,1987-02-21,male,{Russia|Surgut}
Antonin Manavian,1987-01-01T00:00:00+02:00,1987-04-26,,{Paris|France}
Antti Hölli,1987-01-01T00:00:00+02:00,1987-07-16,,{Finland|Kangasala}
Antti Jaatinen,1987-01-01T00:00:00+02:00,1987-09-24,male,{Finland|Mäntyharju}
Antti Kerälä,1987-01-01T00:00:00+02:00,1987-02-03,,{Finland|Hattula}
Armin Hofer,1987-01-01T00:00:00+02:00,1987-03-19,,
Artemi Lakiza,1987-01-01T00:00:00+02:00,1987-07-02,male,{Soviet Union|Barnaul}
Ondřej Fiala,1987-01-01T00:00:00+02:00,1987-11-04,,{Czechoslovakia|Šternberk}
Ondřej Martinka,1987-01-01T00:00:00+02:00,1987-05-03,male,
Ondřej Pavelec,1987-01-01T00:00:00+02:00,1987-08-31,male,{Czechoslovakia|Kladno}
Ondrej Otčenáš,1987-01-01T00:00:00+02:00,1987-03-06,male,{Czechoslovakia|Piešťany}
Oscar Alsenfelt,1987-01-01T00:00:00+02:00,1987-06-24,male,{Malmö|Sweden}
Oskar Osala,1987-01-01T00:00:00+02:00,1987-12-26,,{Finland|Vaasa}
Oskars Bārtulis,1987-01-01T00:00:00+02:00,1987-01-21,male,{Soviet Union|Ogre Latvia|Latvian Soviet Socialist Republic}
Pat Nagle,1987-01-01T00:00:00+02:00,1987-09-21,,{Michigan|Bloomfield Township Oakland County Michigan|United States}
Rafael Rotter,1987-01-01T00:00:00+02:00,1987-06-14,male,{Vienna|Austria}
Ray Kaunisto,1987-01-01T00:00:00+02:00,1987-02-07,male,{Michigan|Sault Ste. Marie Michigan|United States}
Rene Kramer,1987-01-01T00:00:00+02:00,1987-10-24,male,{Berlin|Germany}
Reto Berra,1987-01-01T00:00:00+02:00,1987-01-03,male,{Switzerland|Bülach}
Richard Bachman (ice hockey),1987-01-01T00:00:00+02:00,1987-07-25,male,{Salt Lake City|Utah|United States}
Petr Kalus,1987-01-01T00:00:00+02:00,1987-06-29,,{Czechoslovakia|Ostrava}
Petr Ulrych (ice hockey),1987-01-01T00:00:00+02:00,1987-06-06,male,Czech Republic
Petra Jurčová,1987-01-01T00:00:00+02:00,1987-06-22,,{Czechoslovakia|Košice}
Phil DeSimone,1987-01-01T00:00:00+02:00,1987-03-19,,{East Amherst New York|United States|New York}
Phil Kessel,1987-01-01T00:00:00+02:00,1987-10-02,,{Madison Wisconsin|Wisconsin|United States}
Phil Oreskovic,1987-01-01T00:00:00+02:00,1987-01-26,,{Ontario|Toronto|Canada}
Philip Gogulla,1987-01-01T00:00:00+02:00,1987-07-31,,{Germany|Düsseldorf}
